2010 Census Tract,School Year,Grade Level,Count of Students
212,20102011,5,61
214,20012002,K,13
214,20012002,1,13
214,20012002,2,18
214,20012002,3,12
214,20012002,4,21
214,20012002,5,10
214,20022003,K,12
214,20022003,1,10
214,20022003,2,11
214,20022003,3,18
214,20022003,4,11
214,20022003,5,21
214,20032004,K,10
214,20032004,1,14
214,20032004,2,11
214,20032004,3,8
214,20032004,4,16
214,20032004,5,12
214,20042005,K,12
214,20042005,1,10
214,20042005,2,14
214,20042005,3,14
214,20042005,4,13
214,20042005,5,17
214,20052006,K,15
214,20052006,1,12
214,20052006,2,11
214,20052006,3,15
214,20052006,4,13
214,20052006,5,14
214,20062007,K,17
214,20062007,1,19
214,20062007,2,17
214,20062007,3,14
214,20062007,4,15
214,20062007,5,13
214,20072008,K,16
214,20072008,1,19
214,20072008,2,19
214,20072008,3,17
214,20072008,4,19
214,20072008,5,13
214,20082009,K,17
214,20082009,1,16
214,20082009,2,20
214,20082009,3,14
214,20082009,4,20
214,20082009,5,23
214,20092010,K,26
214,20092010,1,29
214,20092010,2,20
214,20092010,3,20
214,20092010,4,22
214,20092010,5,23
214,20102011,K,32
214,20102011,1,32
214,20102011,2,26
214,20102011,3,25
214,20102011,4,19
214,20102011,5,24
216,20012002,K,14
216,20012002,1,13
216,20012002,2,9
216,20012002,3,13
216,20012002,4,12
216,20012002,5,10
216,20022003,K,8
216,20022003,1,14
216,20022003,2,12
216,20022003,3,8
216,20022003,4,13
216,20022003,5,6
216,20032004,K,14
216,20032004,1,10
216,20032004,2,14
216,20032004,3,13
216,20032004,4,10
216,20032004,5,14
216,20042005,K,12
216,20042005,1,16
216,20042005,2,10
216,20042005,3,12
216,20042005,4,11
216,20042005,5,8
216,20052006,K,15
216,20052006,1,12
216,20052006,2,14
216,20052006,3,11
216,20052006,4,13
216,20052006,5,13
216,20062007,K,11
216,20062007,1,15
216,20062007,2,14
216,20062007,3,17
216,20062007,4,14
216,20062007,5,20
216,20072008,K,9
216,20072008,1,11
216,20072008,2,10
216,20072008,3,10
216,20072008,4,18
216,20072008,5,14
216,20082009,K,11
216,20082009,1,3
216,20082009,2,9
216,20082009,3,10
216,20082009,4,9
216,20082009,5,13
216,20092010,K,16
216,20092010,1,12
216,20092010,2,10
216,20092010,3,12
216,20092010,4,10
216,20092010,5,12
216,20102011,K,17
216,20102011,1,16
216,20102011,2,15
216,20102011,3,8
216,20102011,4,14
216,20102011,5,14
218,20012002,K,10
218,20012002,1,13
218,20012002,2,14
218,20012002,3,10
218,20012002,4,9
218,20012002,5,10
218,20022003,K,6
218,20022003,1,7
218,20022003,2,13
218,20022003,3,11
218,20022003,4,7
218,20022003,5,11
218,20032004,K,15
218,20032004,1,8
218,20032004,2,12
218,20032004,3,12
218,20032004,4,10
218,20032004,5,6
218,20042005,K,10
218,20042005,1,14
218,20042005,2,13
218,20042005,3,8
218,20042005,4,14
218,20042005,5,7
218,20052006,K,9
218,20052006,1,6
218,20052006,2,12
218,20052006,3,15
218,20052006,4,11
218,20052006,5,13
218,20062007,K,14
218,20062007,1,7
218,20062007,2,7
218,20062007,3,15
218,20062007,4,13
218,20062007,5,13
218,20072008,K,11
218,20072008,1,13
218,20072008,2,8
218,20072008,3,7
218,20072008,4,14
218,20072008,5,12
218,20082009,K,7
218,20082009,1,10
218,20082009,2,13
218,20082009,3,6
218,20082009,4,6
218,20082009,5,11
218,20092010,K,9
218,20092010,1,8
218,20092010,2,10
218,20092010,3,9
218,20092010,4,5
218,20092010,5,6
218,20102011,K,17
218,20102011,1,13
218,20102011,2,8
218,20102011,3,12
218,20102011,4,9
218,20102011,5,3
220,20012002,K,12
220,20012002,1,12
220,20012002,2,9
220,20012002,3,8
220,20012002,4,8
220,20012002,5,9
220,20022003,K,12
220,20022003,1,12
220,20022003,2,12
220,20022003,3,6
220,20022003,4,6
220,20022003,5,7
220,20032004,K,10
220,20032004,1,13
220,20032004,2,15
220,20032004,3,11
220,20032004,4,7
220,20032004,5,6
220,20042005,K,11
220,20042005,1,14
220,20042005,2,9
220,20042005,3,12
220,20042005,4,11
220,20042005,5,7
220,20052006,K,5
220,20052006,1,14
220,20052006,2,13
220,20052006,3,10
220,20052006,4,14
220,20052006,5,9
220,20062007,K,11
220,20062007,1,5
220,20062007,2,16
220,20062007,3,14
220,20062007,4,8
220,20062007,5,12
220,20072008,K,7
220,20072008,1,12
220,20072008,2,6
220,20072008,3,14
220,20072008,4,13
220,20072008,5,9
220,20082009,K,6
220,20082009,1,6
220,20082009,2,10
220,20082009,3,7
220,20082009,4,14
220,20082009,5,11
220,20092010,K,14
220,20092010,1,9
220,20092010,2,14
220,20092010,3,11
220,20092010,4,5
220,20092010,5,12
220,20102011,K,16
220,20102011,1,16
220,20102011,2,9
220,20102011,3,12
220,20102011,4,11
220,20102011,5,4
221,20072008,K,1
221,20082009,1,1
221,20092010,2,1
221,20102011,3,1
222,20012002,K,2
222,20012002,1,8
222,20012002,2,2
222,20012002,4,2
222,20012002,5,6
222,20022003,K,4
222,20022003,1,3
222,20022003,2,5
222,20022003,3,2
222,20022003,5,2
222,20032004,K,1
222,20032004,1,4
222,20032004,2,3
222,20032004,3,6
222,20032004,4,2
222,20042005,K,11
222,20042005,1,1
222,20042005,2,5
222,20042005,3,3
222,20042005,4,5
222,20042005,5,3
222,20052006,K,4
222,20052006,1,8
222,20052006,2,1
222,20052006,3,4
222,20052006,4,4
222,20052006,5,6
222,20062007,K,6
222,20062007,1,4
222,20062007,2,7
222,20062007,3,2
222,20062007,4,4
222,20062007,5,6
222,20072008,K,3
222,20072008,1,6
222,20072008,2,4
222,20072008,3,7
222,20072008,4,2
222,20072008,5,4
222,20082009,K,5
222,20082009,1,2
222,20082009,2,9
222,20082009,3,5
222,20082009,4,7
222,20082009,5,3
222,20092010,K,4
222,20092010,1,8
222,20092010,2,4
222,20092010,3,8
222,20092010,4,5
222,20092010,5,7
222,20102011,K,2
222,20102011,1,4
222,20102011,2,8
222,20102011,3,4
222,20102011,4,8
222,20102011,5,5
228,20012002,K,6
228,20012002,1,7
228,20012002,2,4
228,20012002,3,5
228,20012002,4,10
228,20012002,5,3
228,20022003,K,1
228,20022003,1,4
228,20022003,2,6
228,20022003,3,2
228,20022003,4,3
228,20022003,5,7
228,20032004,K,4
228,20032004,1,2
228,20032004,2,6
228,20032004,3,4
228,20032004,4,1
228,20032004,5,4
228,20042005,K,6
228,20042005,1,4
228,20042005,2,1
228,20042005,3,6
228,20042005,4,5
228,20042005,5,1
228,20052006,K,3
228,20052006,1,7
228,20052006,2,3
228,20052006,3,3
228,20052006,4,5
228,20052006,5,5
228,20062007,K,2
228,20062007,1,3
228,20062007,2,3
228,20062007,3,3
228,20062007,4,3
228,20062007,5,4
228,20072008,K,4
228,20072008,1,3
228,20072008,2,4
228,20072008,3,4
228,20072008,4,5
228,20082009,K,2
228,20082009,1,3
228,20082009,2,3
228,20082009,3,4
228,20082009,4,4
228,20082009,5,5
228,20092010,K,2
228,20092010,1,2
228,20092010,2,3
228,20092010,3,3
228,20092010,4,4
228,20092010,5,4
228,20102011,K,3
228,20102011,1,3
228,20102011,2,2
228,20102011,3,3
228,20102011,4,3
228,20102011,5,4
230,20012002,K,41
230,20012002,1,36
230,20012002,2,29
230,20012002,3,18
230,20012002,4,23
230,20012002,5,21
230,20022003,K,40
230,20022003,1,43
230,20022003,2,33
230,20022003,3,30
230,20022003,4,17
230,20022003,5,22
230,20032004,K,31
230,20032004,1,34
230,20032004,2,33
230,20032004,3,33
230,20032004,4,23
230,20032004,5,20
230,20042005,K,32
230,20042005,1,27
230,20042005,2,32
230,20042005,3,30
230,20042005,4,26
230,20042005,5,21
230,20052006,K,27
230,20052006,1,23
230,20052006,2,28
230,20052006,3,23
230,20052006,4,30
230,20052006,5,21
230,20062007,K,27
230,20062007,1,16
230,20062007,2,24
230,20062007,3,23
230,20062007,4,26
230,20062007,5,23
230,20072008,K,27
230,20072008,1,27
230,20072008,2,17
230,20072008,3,22
230,20072008,4,20
230,20072008,5,23
230,20082009,K,18
230,20082009,1,31
230,20082009,2,23
230,20082009,3,21
230,20082009,4,21
230,20082009,5,19
230,20092010,K,23
230,20092010,1,27
230,20092010,2,27
230,20092010,3,25
230,20092010,4,23
230,20092010,5,24
230,20102011,K,35
230,20102011,1,24
230,20102011,2,26
230,20102011,3,22
230,20102011,4,27
230,20102011,5,25
232,20012002,K,28
232,20012002,1,23
232,20012002,2,27
232,20012002,3,24
232,20012002,4,21
232,20012002,5,19
232,20022003,K,17
232,20022003,1,31
232,20022003,2,25
232,20022003,3,27
232,20022003,4,22
232,20022003,5,22
232,20032004,K,13
232,20032004,1,23
232,20032004,2,29
232,20032004,3,17
232,20032004,4,23
232,20032004,5,20
232,20042005,K,23
232,20042005,1,17
232,20042005,2,20
232,20042005,3,29
232,20042005,4,17
232,20042005,5,22
232,20052006,K,13
232,20052006,1,19
232,20052006,2,13
232,20052006,3,18
232,20052006,4,26
232,20052006,5,12
232,20062007,K,18
232,20062007,1,15
232,20062007,2,14
232,20062007,3,15
232,20062007,4,15
232,20062007,5,24
232,20072008,K,21
232,20072008,1,14
232,20072008,2,10
232,20072008,3,12
232,20072008,4,12
232,20072008,5,14
232,20082009,K,16
232,20082009,1,17
232,20082009,2,10
232,20082009,3,12
232,20082009,4,12
232,20082009,5,13
232,20092010,K,20
232,20092010,1,19
232,20092010,2,15
232,20092010,3,9
232,20092010,4,13
232,20092010,5,8
232,20102011,K,19
232,20102011,1,21
232,20102011,2,21
232,20102011,3,17
232,20102011,4,10
232,20102011,5,14
234,20012002,K,2
234,20012002,1,3
234,20012002,2,4
234,20012002,3,4
234,20012002,4,5
234,20012002,5,4
234,20022003,K,5
234,20022003,1,5
234,20022003,2,1
234,20022003,3,4
234,20022003,4,4
234,20022003,5,5
234,20032004,K,3
234,20032004,1,4
234,20032004,2,5
234,20032004,3,3
234,20032004,4,4
234,20032004,5,4
234,20042005,K,2
234,20042005,1,3
234,20042005,2,1
234,20042005,3,6
234,20042005,4,1
234,20042005,5,3
234,20052006,K,4
234,20052006,1,1
234,20052006,2,3
234,20052006,3,3
234,20052006,4,6
234,20052006,5,1
234,20062007,K,1
234,20062007,1,1
234,20062007,2,1
234,20062007,3,3
234,20062007,4,2
234,20062007,5,7
234,20072008,K,1
234,20072008,1,2
234,20072008,3,1
234,20072008,4,4
234,20072008,5,3
234,20082009,K,3
234,20082009,1,2
234,20082009,2,2
234,20082009,3,2
234,20082009,4,2
234,20082009,5,5
234,20092010,K,3
234,20092010,1,7
234,20092010,2,1
234,20092010,3,1
234,20092010,4,2
234,20092010,5,3
234,20102011,K,4
234,20102011,1,5
234,20102011,2,8
234,20102011,3,1
234,20102011,4,3
234,20102011,5,1
236,20012002,K,5
236,20012002,1,4
236,20012002,2,8
236,20012002,3,9
236,20012002,4,7
236,20012002,5,6
236,20022003,K,4
236,20022003,1,7
236,20022003,2,4
236,20022003,3,7
236,20022003,4,6
236,20022003,5,10
236,20032004,K,10
236,20032004,1,3
236,20032004,2,7
236,20032004,3,6
236,20032004,4,6
236,20032004,5,6
236,20042005,K,6
236,20042005,1,12
236,20042005,2,3
236,20042005,3,2
236,20042005,4,4
236,20042005,5,6
236,20052006,K,6
236,20052006,1,5
236,20052006,2,12
236,20052006,3,3
236,20052006,4,2
236,20052006,5,6
236,20062007,K,3
236,20062007,1,5
236,20062007,2,4
236,20062007,3,9
236,20062007,4,2
236,20062007,5,3
236,20072008,K,2
236,20072008,1,1
236,20072008,2,5
236,20072008,3,2
236,20072008,4,6
236,20072008,5,2
236,20082009,K,9
236,20082009,1,2
236,20082009,2,1
236,20082009,3,5
236,20082009,4,4
236,20082009,5,5
236,20092010,K,3
236,20092010,1,11
236,20092010,2,3
236,20092010,4,4
236,20092010,5,3
236,20102011,K,12
236,20102011,1,3
236,20102011,2,8
236,20102011,3,5
236,20102011,4,2
236,20102011,5,3
238,20012002,K,1
238,20012002,1,7
238,20012002,2,6
238,20012002,3,3
238,20012002,4,5
238,20012002,5,2
238,20022003,K,4
238,20022003,1,2
238,20022003,2,7
238,20022003,3,6
238,20022003,4,3
238,20022003,5,5
238,20032004,K,6
238,20032004,1,4
238,20032004,2,1
238,20032004,3,5
238,20032004,4,5
238,20032004,5,3
238,20042005,K,4
238,20042005,1,5
238,20042005,2,3
238,20042005,3,2
238,20042005,4,4
238,20042005,5,5
238,20052006,K,2
238,20052006,1,3
238,20052006,2,2
238,20052006,3,1
238,20052006,4,1
238,20052006,5,4
238,20062007,1,2
238,20062007,2,2
238,20062007,3,1
238,20072008,K,1
238,20072008,2,3
238,20072008,3,3
238,20072008,4,1
238,20082009,K,8
238,20082009,4,2
238,20082009,5,1
238,20092010,K,5
238,20092010,1,11
238,20092010,2,1
238,20092010,4,1
238,20102011,K,6
238,20102011,1,4
238,20102011,2,11
238,20102011,3,1
238,20102011,5,1
240,20012002,K,4
240,20012002,1,8
240,20012002,2,7
240,20012002,3,3
240,20012002,4,4
240,20012002,5,6
240,20022003,K,4
240,20022003,1,4
240,20022003,2,7
240,20022003,3,6
240,20022003,4,4
240,20022003,5,5
240,20032004,K,2
240,20032004,1,3
240,20032004,2,2
240,20032004,3,7
240,20032004,4,5
240,20032004,5,6
240,20042005,K,2
240,20042005,1,2
240,20042005,2,2
240,20042005,3,2
240,20042005,4,8
240,20042005,5,5
240,20052006,K,3
240,20052006,1,2
240,20052006,2,2
240,20052006,3,3
240,20052006,4,1
240,20052006,5,7
240,20062007,K,4
240,20062007,1,4
240,20062007,2,2
240,20062007,3,4
240,20062007,4,3
240,20062007,5,2
240,20072008,K,5
240,20072008,1,4
240,20072008,2,2
240,20072008,3,2
240,20072008,4,4
240,20072008,5,2
240,20082009,K,7
240,20082009,1,3
240,20082009,2,3
240,20082009,3,2
240,20082009,4,4
240,20082009,5,4
240,20092010,K,7
240,20092010,1,10
240,20092010,2,4
240,20092010,3,3
240,20092010,4,5
240,20092010,5,5
240,20102011,K,11
240,20102011,1,7
240,20102011,2,10
240,20102011,3,4
240,20102011,4,3
240,20102011,5,3
242,20012002,K,7
242,20012002,1,11
242,20012002,2,6
242,20012002,3,8
242,20012002,4,6
242,20012002,5,6
242,20022003,K,6
242,20022003,1,7
242,20022003,2,9
242,20022003,3,5
242,20022003,4,7
242,20022003,5,9
242,20032004,K,5
242,20032004,1,7
242,20032004,2,8
242,20032004,3,7
242,20032004,4,4
242,20032004,5,6
242,20042005,K,5
242,20042005,1,4
242,20042005,2,6
242,20042005,3,4
242,20042005,4,6
242,20042005,5,5
242,20052006,K,5
242,20052006,1,7
242,20052006,2,4
242,20052006,3,6
242,20052006,4,6
242,20052006,5,5
242,20062007,K,9
242,20062007,1,4
242,20062007,2,7
242,20062007,3,2
242,20062007,4,6
242,20062007,5,5
242,20072008,K,6
242,20072008,1,6
242,20072008,2,7
242,20072008,3,5
242,20072008,4,2
242,20072008,5,5
242,20082009,K,3
242,20082009,1,3
242,20082009,2,2
242,20082009,3,5
242,20082009,4,4
242,20082009,5,2
242,20092010,K,4
242,20092010,1,4
242,20092010,2,2
242,20092010,3,3
242,20092010,4,4
242,20092010,5,3
242,20102011,K,12
242,20102011,1,2
242,20102011,2,4
242,20102011,3,2
242,20102011,4,3
242,20102011,5,4
244,20012002,K,14
244,20012002,1,21
244,20012002,2,18
244,20012002,3,29
244,20012002,4,19
244,20012002,5,15
244,20022003,K,19
244,20022003,1,15
244,20022003,2,19
244,20022003,3,22
244,20022003,4,28
244,20022003,5,23
244,20032004,K,18
244,20032004,1,20
244,20032004,2,15
244,20032004,3,18
244,20032004,4,23
244,20032004,5,28
244,20042005,K,17
244,20042005,1,19
244,20042005,2,14
244,20042005,3,13
244,20042005,4,16
244,20042005,5,19
244,20052006,K,20
244,20052006,1,20
244,20052006,2,22
244,20052006,3,9
244,20052006,4,15
244,20052006,5,14
244,20062007,K,12
244,20062007,1,21
244,20062007,2,19
244,20062007,3,23
244,20062007,4,10
244,20062007,5,14
244,20072008,K,10
244,20072008,1,13
244,20072008,2,19
244,20072008,3,21
244,20072008,4,18
244,20072008,5,12
244,20082009,K,14
244,20082009,1,8
244,20082009,2,17
244,20082009,3,14
244,20082009,4,23
244,20082009,5,19
244,20092010,K,13
244,20092010,1,18
244,20092010,2,13
244,20092010,3,14
244,20092010,4,16
244,20092010,5,27
244,20102011,K,19
244,20102011,1,13
244,20102011,2,17
244,20102011,3,17
244,20102011,4,13
244,20102011,5,15
246,20012002,K,1
246,20012002,1,3
246,20012002,2,2
246,20012002,3,4
246,20012002,4,1
246,20012002,5,6
246,20022003,K,5
246,20022003,1,2
246,20022003,2,5
246,20022003,3,6
246,20022003,4,3
246,20022003,5,1
246,20032004,K,4
246,20032004,1,4
246,20032004,2,3
246,20032004,3,4
246,20032004,4,7
246,20032004,5,2
246,20042005,K,3
246,20042005,1,4
246,20042005,2,4
246,20042005,3,2
246,20042005,4,5
246,20042005,5,8
246,20052006,K,3
246,20052006,1,1
246,20052006,2,4
246,20052006,3,3
246,20052006,4,2
246,20052006,5,5
246,20062007,K,8
246,20062007,1,5
246,20062007,2,2
246,20062007,3,5
246,20062007,4,4
246,20062007,5,2
246,20072008,K,4
246,20072008,1,8
246,20072008,2,3
246,20072008,3,3
246,20072008,4,5
246,20072008,5,3
246,20082009,K,5
246,20082009,1,6
246,20082009,2,9
246,20082009,3,2
246,20082009,4,2
246,20082009,5,4
246,20092010,K,3
246,20092010,1,7
246,20092010,2,6
246,20092010,3,8
246,20092010,4,3
246,20092010,5,1
246,20102011,K,3
246,20102011,1,4
246,20102011,2,7
246,20102011,3,7
246,20102011,4,8
246,20102011,5,5
248,20012002,K,16
248,20012002,1,33
248,20012002,2,20
248,20012002,3,15
248,20012002,4,27
248,20012002,5,29
248,20022003,K,21
248,20022003,1,20
248,20022003,2,35
248,20022003,3,17
248,20022003,4,18
248,20022003,5,24
248,20032004,K,25
248,20032004,1,21
248,20032004,2,22
248,20032004,3,32
248,20032004,4,21
248,20032004,5,23
248,20042005,K,26
248,20042005,1,22
248,20042005,2,21
248,20042005,3,20
248,20042005,4,31
248,20042005,5,19
248,20052006,K,25
248,20052006,1,27
248,20052006,2,22
248,20052006,3,19
248,20052006,4,18
248,20052006,5,30
248,20062007,K,19
248,20062007,1,20
248,20062007,2,23
248,20062007,3,19
248,20062007,4,16
248,20062007,5,17
248,20072008,K,12
248,20072008,1,22
248,20072008,2,22
248,20072008,3,23
248,20072008,4,20
248,20072008,5,16
248,20082009,K,23
248,20082009,1,15
248,20082009,2,26
248,20082009,3,17
248,20082009,4,19
248,20082009,5,20
248,20092010,K,21
248,20092010,1,29
248,20092010,2,11
248,20092010,3,25
248,20092010,4,19
248,20092010,5,16
248,20102011,K,24
248,20102011,1,24
248,20102011,2,22
248,20102011,3,10
248,20102011,4,23
248,20102011,5,19
250,20012002,K,10
250,20012002,1,18
250,20012002,2,11
250,20012002,3,16
250,20012002,4,15
250,20012002,5,16
250,20022003,K,11
250,20022003,1,11
250,20022003,2,15
250,20022003,3,12
250,20022003,4,19
250,20022003,5,13
250,20032004,K,13
250,20032004,1,10
250,20032004,2,12
250,20032004,3,17
250,20032004,4,14
250,20032004,5,20
250,20042005,K,17
250,20042005,1,16
250,20042005,2,9
250,20042005,3,10
250,20042005,4,14
250,20042005,5,13
250,20052006,K,12
250,20052006,1,18
250,20052006,2,16
250,20052006,3,12
250,20052006,4,9
250,20052006,5,15
250,20062007,K,14
250,20062007,1,14
250,20062007,2,19
250,20062007,3,15
250,20062007,4,10
250,20062007,5,9
250,20072008,K,13
250,20072008,1,15
250,20072008,2,15
250,20072008,3,18
250,20072008,4,15
250,20072008,5,10
250,20082009,K,8
250,20082009,1,13
250,20082009,2,14
250,20082009,3,13
250,20082009,4,16
250,20082009,5,14
250,20092010,K,21
250,20092010,1,11
250,20092010,2,12
250,20092010,3,16
250,20092010,4,14
250,20092010,5,19
250,20102011,K,16
250,20102011,1,15
250,20102011,2,11
250,20102011,3,12
250,20102011,4,17
250,20102011,5,16
252,20012002,K,31
252,20012002,1,48
252,20012002,2,45
252,20012002,3,47
252,20012002,4,33
252,20012002,5,37
252,20022003,K,32
252,20022003,1,37
252,20022003,2,48
252,20022003,3,43
252,20022003,4,45
252,20022003,5,33
252,20032004,K,36
252,20032004,1,41
252,20032004,2,38
252,20032004,3,51
252,20032004,4,42
252,20032004,5,43
252,20042005,K,47
252,20042005,1,44
252,20042005,2,35
252,20042005,3,35
252,20042005,4,50
252,20042005,5,38
252,20052006,K,43
252,20052006,1,47
252,20052006,2,42
252,20052006,3,29
252,20052006,4,33
252,20052006,5,50
252,20062007,K,30
252,20062007,1,48
252,20062007,2,41
252,20062007,3,35
252,20062007,4,29
252,20062007,5,33
252,20072008,K,28
252,20072008,1,33
252,20072008,2,46
252,20072008,3,37
252,20072008,4,29
252,20072008,5,29
252,20082009,K,40
252,20082009,1,33
252,20082009,2,33
252,20082009,3,46
252,20082009,4,40
252,20082009,5,28
252,20092010,K,40
252,20092010,1,46
252,20092010,2,33
252,20092010,3,36
252,20092010,4,47
252,20092010,5,43
252,20102011,K,48
252,20102011,1,44
252,20102011,2,50
252,20102011,3,33
252,20102011,4,40
252,20102011,5,48
254,20012002,K,28
254,20012002,1,37
254,20012002,2,33
254,20012002,3,30
254,20012002,4,32
254,20012002,5,34
254,20022003,K,29
254,20022003,1,31
254,20022003,2,30
254,20022003,3,29
254,20022003,4,28
254,20022003,5,33
254,20032004,K,28
254,20032004,1,31
254,20032004,2,35
254,20032004,3,26
254,20032004,4,40
254,20032004,5,26
254,20042005,K,36
254,20042005,1,32
254,20042005,2,29
254,20042005,3,39
254,20042005,4,23
254,20042005,5,39
254,20052006,K,21
254,20052006,1,33
254,20052006,2,30
254,20052006,3,24
254,20052006,4,39
254,20052006,5,26
254,20062007,K,29
254,20062007,1,19
254,20062007,2,31
254,20062007,3,26
254,20062007,4,24
254,20062007,5,35
254,20072008,K,28
254,20072008,1,29
254,20072008,2,22
254,20072008,3,27
254,20072008,4,29
254,20072008,5,27
254,20082009,K,35
254,20082009,1,27
254,20082009,2,31
254,20082009,3,25
254,20082009,4,30
254,20082009,5,33
254,20092010,K,17
254,20092010,1,39
254,20092010,2,30
254,20092010,3,30
254,20092010,4,28
254,20092010,5,29
254,20102011,K,35
254,20102011,1,20
254,20102011,2,35
254,20102011,3,28
254,20102011,4,25
254,20102011,5,30
256,20012002,K,33
256,20012002,1,26
256,20012002,2,36
256,20012002,3,21
256,20012002,4,46
256,20012002,5,22
256,20022003,K,31
256,20022003,1,38
256,20022003,2,27
256,20022003,3,34
256,20022003,4,22
256,20022003,5,43
256,20032004,K,30
256,20032004,1,35
256,20032004,2,39
256,20032004,3,29
256,20032004,4,31
256,20032004,5,25
256,20042005,K,37
256,20042005,1,28
256,20042005,2,30
256,20042005,3,43
256,20042005,4,31
256,20042005,5,27
256,20052006,K,29
256,20052006,1,32
256,20052006,2,31
256,20052006,3,29
256,20052006,4,37
256,20052006,5,26
256,20062007,K,39
256,20062007,1,31
256,20062007,2,34
256,20062007,3,32
256,20062007,4,27
256,20062007,5,42
256,20072008,K,23
256,20072008,1,37
256,20072008,2,28
256,20072008,3,31
256,20072008,4,28
256,20072008,5,28
256,20082009,K,27
256,20082009,1,24
256,20082009,2,35
256,20082009,3,29
256,20082009,4,29
256,20082009,5,25
256,20092010,K,24
256,20092010,1,32
256,20092010,2,24
256,20092010,3,37
256,20092010,4,31
256,20092010,5,27
256,20102011,K,40
256,20102011,1,27
256,20102011,2,32
256,20102011,3,23
256,20102011,4,37
256,20102011,5,23
258,20012002,K,53
258,20012002,1,39
258,20012002,2,43
258,20012002,3,61
258,20012002,4,35
258,20012002,5,56
258,20022003,K,47
258,20022003,1,48
258,20022003,2,43
258,20022003,3,40
258,20022003,4,53
258,20022003,5,33
258,20032004,K,35
258,20032004,1,48
258,20032004,2,51
258,20032004,3,42
258,20032004,4,43
258,20032004,5,57
258,20042005,K,50
258,20042005,1,42
258,20042005,2,51
258,20042005,3,53
258,20042005,4,47
258,20042005,5,49
258,20052006,K,59
258,20052006,1,45
258,20052006,2,46
258,20052006,3,54
258,20052006,4,54
258,20052006,5,48
258,20062007,K,51
258,20062007,1,54
258,20062007,2,48
258,20062007,3,45
258,20062007,4,50
258,20062007,5,50
258,20072008,K,37
258,20072008,1,51
258,20072008,2,54
258,20072008,3,53
258,20072008,4,48
258,20072008,5,48
258,20082009,K,50
258,20082009,1,43
258,20082009,2,52
258,20082009,3,54
258,20082009,4,63
258,20082009,5,51
258,20092010,K,59
258,20092010,1,54
258,20092010,2,47
258,20092010,3,49
258,20092010,4,54
258,20092010,5,54
258,20102011,K,56
258,20102011,1,52
258,20102011,2,53
258,20102011,3,47
258,20102011,4,52
258,20102011,5,57
260,20012002,K,26
260,20012002,1,31
260,20012002,2,30
260,20012002,3,23
260,20012002,4,26
260,20012002,5,21
260,20022003,K,28
260,20022003,1,25
260,20022003,2,30
260,20022003,3,30
260,20022003,4,25
260,20022003,5,26
260,20032004,K,27
260,20032004,1,29
260,20032004,2,24
260,20032004,3,30
260,20032004,4,27
260,20032004,5,29
260,20042005,K,24
260,20042005,1,26
260,20042005,2,27
260,20042005,3,22
260,20042005,4,25
260,20042005,5,22
260,20052006,K,26
260,20052006,1,29
260,20052006,2,26
260,20052006,3,28
260,20052006,4,21
260,20052006,5,23
260,20062007,K,28
260,20062007,1,25
260,20062007,2,33
260,20062007,3,32
260,20062007,4,29
260,20062007,5,22
260,20072008,K,33
260,20072008,1,26
260,20072008,2,27
260,20072008,3,31
260,20072008,4,27
260,20072008,5,27
260,20082009,K,34
260,20082009,1,31
260,20082009,2,26
260,20082009,3,27
260,20082009,4,31
260,20082009,5,28
260,20092010,K,27
260,20092010,1,46
260,20092010,2,29
260,20092010,3,33
260,20092010,4,33
260,20092010,5,33
260,20102011,K,26
260,20102011,1,31
260,20102011,2,52
260,20102011,3,29
260,20102011,4,34
260,20102011,5,35
262,20012002,K,10
262,20012002,1,20
262,20012002,2,18
262,20012002,3,16
262,20012002,4,20
262,20012002,5,15
262,20022003,K,13
262,20022003,1,9
262,20022003,2,21
262,20022003,3,19
262,20022003,4,21
262,20022003,5,22
262,20032004,K,12
262,20032004,1,12
262,20032004,2,10
262,20032004,3,22
262,20032004,4,16
262,20032004,5,18
262,20042005,K,12
262,20042005,1,10
262,20042005,2,16
262,20042005,3,11
262,20042005,4,24
262,20042005,5,20
262,20052006,K,13
262,20052006,1,10
262,20052006,2,13
262,20052006,3,17
262,20052006,4,11
262,20052006,5,25
262,20062007,K,22
262,20062007,1,14
262,20062007,2,11
262,20062007,3,15
262,20062007,4,15
262,20062007,5,12
262,20072008,K,16
262,20072008,1,22
262,20072008,2,14
262,20072008,3,8
262,20072008,4,12
262,20072008,5,16
262,20082009,K,17
262,20082009,1,16
262,20082009,2,25
262,20082009,3,12
262,20082009,4,8
262,20082009,5,15
262,20092010,K,17
262,20092010,1,22
262,20092010,2,20
262,20092010,3,23
262,20092010,4,13
262,20092010,5,12
262,20102011,K,17
262,20102011,1,18
262,20102011,2,21
262,20102011,3,26
262,20102011,4,23
262,20102011,5,18
264,20012002,K,32
264,20012002,1,33
264,20012002,2,36
264,20012002,3,32
264,20012002,4,36
264,20012002,5,39
264,20022003,K,33
264,20022003,1,31
264,20022003,2,36
264,20022003,3,31
264,20022003,4,36
264,20022003,5,39
264,20032004,K,41
264,20032004,1,35
264,20032004,2,32
264,20032004,3,44
264,20032004,4,30
264,20032004,5,37
264,20042005,K,27
264,20042005,1,46
264,20042005,2,40
264,20042005,3,35
264,20042005,4,47
264,20042005,5,31
264,20052006,K,37
264,20052006,1,25
264,20052006,2,42
264,20052006,3,45
264,20052006,4,37
